pdb_id,step,sigma,n_samples,ca_rmsd_to_final_mean,ca_rmsd_to_final_sd,ca_rmsd_to_native_mean,ca_rmsd_to_native_sd,ca_rmsd_step_delta_mean
6ZKZ,146,3.246,5,2.6710,0.0367,3.5618,0.1382,3.2570
6ZKZ,147,3.00601,5,2.4220,0.0624,3.3713,0.1164,2.9841
6ZKZ,148,2.7814,5,2.2523,0.0332,3.2031,0.1160,2.7669
6ZKZ,149,2.57133,5,2.0666,0.0363,3.0421,0.1321,2.5625
6ZKZ,150,2.37501,5,1.9426,0.0237,2.9786,0.1339,2.3318
6ZKZ,151,2.19168,5,1.7916,0.0249,2.8722,0.1065,2.2035
6ZKZ,152,2.02061,5,1.6233,0.0269,2.7647,0.1208,1.9848
6ZKZ,153,1.86112,5,1.4942,0.0243,2.7255,0.1101,1.8034
6ZKZ,154,1.71255,5,1.3812,0.0430,2.6832,0.1206,1.6916
6ZKZ,155,1.57426,5,1.2979,0.0183,2.6189,0.1194,1.5567
6ZKZ,156,1.44565,5,1.1683,0.0131,2.5742,0.1325,1.4221
6ZKZ,157,1.32616,5,1.0751,0.0163,2.5278,0.1118,1.3096
6ZKZ,158,1.21523,5,0.9651,0.0128,2.5281,0.1344,1.1997
6ZKZ,159,1.11236,5,0.8765,0.0165,2.4953,0.1422,1.0919
6ZKZ,160,1.01704,5,0.7877,0.0132,2.4747,0.1435,1.0068
6ZKZ,161,0.928804,5,0.6853,0.0116,2.4426,0.1457,0.1027
6ZKZ,162,0.847218,5,0.5950,0.0100,2.4175,0.1474,0.0906
6ZKZ,163,0.771854,5,0.5156,0.0087,2.3980,0.1488,0.0796
6ZKZ,164,0.702309,5,0.4458,0.0075,2.3828,0.1499,0.0701
6ZKZ,165,0.638207,5,0.3847,0.0065,2.3713,0.1506,0.0613
6ZKZ,166,0.579186,5,0.3313,0.0057,2.3625,0.1513,0.0537
6ZKZ,167,0.524908,5,0.2847,0.0049,2.3559,0.1518,0.0468
6ZKZ,168,0.475048,5,0.2441,0.0042,2.3508,0.1522,0.0409
6ZKZ,169,0.429305,5,0.2088,0.0036,2.3470,0.1525,0.0356
6ZKZ,170,0.38739,5,0.1782,0.0031,2.3443,0.1527,0.0308
6ZKZ,171,0.349033,5,0.1518,0.0026,2.3423,0.1529,0.0267
6ZKZ,172,0.313979,5,0.1290,0.0022,2.3409,0.1530,0.0231
6ZKZ,173,0.281986,5,0.1092,0.0018,2.3398,0.1531,0.0200
6ZKZ,174,0.252829,5,0.0924,0.0015,2.3389,0.1531,0.0171
6ZKZ,175,0.226295,5,0.0779,0.0013,2.3383,0.1532,0.0147
6ZKZ,176,0.202186,5,0.0656,0.0011,2.3379,0.1533,0.0127
6ZKZ,177,0.180312,5,0.0551,0.0009,2.3376,0.1533,0.0108
6ZKZ,178,0.160499,5,0.0462,0.0007,2.3374,0.1533,0.0092
6ZKZ,179,0.142582,5,0.0387,0.0005,2.3373,0.1534,0.0079
6ZKZ,180,0.126407,5,0.0323,0.0004,2.3372,0.1534,0.0067
6ZKZ,181,0.111832,5,0.0270,0.0004,2.3372,0.1534,0.0057
6ZKZ,182,0.0987208,5,0.0225,0.0003,2.3372,0.1534,0.0049
6ZKZ,183,0.0869503,5,0.0187,0.0002,2.3372,0.1534,0.0042
6ZKZ,184,0.0764038,5,0.0156,0.0002,2.3372,0.1534,0.0035
6ZKZ,185,0.0669735,5,0.0130,0.0002,2.3373,0.1534,0.0030
6ZKZ,186,0.0585587,5,0.0109,0.0002,2.3373,0.1534,0.0026
6ZKZ,187,0.0510671,5,0.0091,0.0001,2.3373,0.1534,0.0023
6ZKZ,188,0.0444124,5,0.0076,0.0001,2.3374,0.1534,0.0020
6ZKZ,189,0.0385154,5,0.0064,0.0001,2.3374,0.1534,0.0017
6ZKZ,190,0.0333026,5,0.0054,0.0001,2.3374,0.1534,0.0015
6ZKZ,191,0.0287066,5,0.0045,0.0001,2.3375,0.1534,0.0014
6ZKZ,192,0.0246654,5,0.0039,0.0001,2.3375,0.1534,0.0012
6ZKZ,193,0.021122,5,0.0033,0.0001,2.3375,0.1534,0.0011
6ZKZ,194,0.0180242,5,0.0026,0.0001,2.3375,0.1534,0.0011
6ZKZ,195,0.0153242,5,0.0022,0.0001,2.3375,0.1534,0.0010
6ZKZ,196,0.0129786,5,0.0018,0.0001,2.3375,0.1534,0.0009
6ZKZ,197,0.0109477,5,0.0014,0.0001,2.3376,0.1534,0.0008
6ZKZ,198,0.00919558,5,0.0010,0.0000,2.3376,0.1534,0.0008
6ZKZ,199,0.00768951,5,0.0007,0.0000,2.3376,0.1533,0.0007
6ZKZ,200,0.00640001,5,0.0000,0.0000,2.3376,0.1534,0.0007
7DZM,1,2485.54,5,2458.9807,14.0749,2458.9970,13.9174,
7DZM,2,2412.94,5,2124.1397,43.8900,2124.2416,44.0498,2638.3319
7DZM,3,2342.16,5,2034.1489,17.4981,2034.1306,17.4620,2415.0468
7DZM,4,2273.18,5,2015.1828,24.7046,2015.2387,24.7741,2357.0869
7DZM,5,2205.94,5,1934.3438,18.0453,1934.3219,18.1156,2350.1804
7DZM,6,2140.41,5,1876.3184,51.4572,1876.3916,51.5822,2189.4557
7DZM,7,2076.56,5,1804.0287,37.4282,1803.9515,37.4322,2155.5431
7DZM,8,2014.35,5,1740.2425,47.8600,1739.9519,47.8405,2072.9772
7DZM,9,1953.74,5,1709.6155,35.9912,1709.5563,36.2130,2014.0100
7DZM,10,1894.71,5,1660.6646,51.6633,1660.6644,51.8140,1963.6772
7DZM,11,1837.2,5,1610.2681,14.5448,1610.1573,14.4730,1900.8957
7DZM,12,1781.21,5,1562.8313,24.5363,1562.6355,24.6068,1854.4668
7DZM,13,1726.68,5,1504.7246,29.2108,1504.9600,29.0276,1762.8842
7DZM,14,1673.58,5,1466.3138,26.8261,1466.4097,26.9134,1729.2660
7DZM,15,1621.9,5,1420.4449,25.1686,1420.5144,25.0617,1675.7612
7DZM,16,1571.58,5,1372.6092,22.9554,1372.7922,23.1729,1631.4138
7DZM,17,1522.62,5,1329.3887,29.8158,1329.5591,29.7539,1546.4895
7DZM,18,1474.96,5,1287.9830,37.8916,1288.1553,37.8350,1520.2650
7DZM,19,1428.59,5,1246.2767,17.4139,1246.4248,17.5452,1462.6676
7DZM,20,1383.47,5,1211.3377,17.7714,1211.3635,17.7854,1415.5263
7DZM,21,1339.59,5,1181.6055,23.2842,1181.6047,23.3163,1405.3187
7DZM,22,1296.9,5,1116.2391,24.3475,1116.1919,24.3897,1331.5021
7DZM,23,1255.38,5,1090.3872,24.0508,1090.6879,23.8040,1278.2977
7DZM,24,1215,5,1054.8626,13.9631,1054.8490,14.0067,1240.0801
7DZM,25,1175.75,5,1018.6130,12.7211,1018.6373,12.6436,1214.7294
7DZM,26,1137.58,5,976.8106,16.3653,976.8687,16.2926,1174.3446
7DZM,27,1100.49,5,957.4008,13.9144,957.5915,13.7237,1135.7323
7DZM,28,1064.43,5,926.5977,19.6186,926.8311,19.4933,1100.5704
7DZM,29,1029.39,5,894.3582,16.1896,894.3650,15.9749,1055.2669
7DZM,30,995.349,5,868.9367,22.6311,868.8838,22.6408,1027.2288
7DZM,31,962.275,5,829.2072,12.0385,829.3190,12.1179,989.7956
7DZM,32,930.147,5,804.9021,15.3219,805.0592,15.3378,947.4006
7DZM,33,898.942,5,770.9549,5.0108,770.7904,4.7876,927.0972
7DZM,34,868.639,5,752.1947,10.6817,752.0410,10.5672,887.3749
7DZM,35,839.216,5,731.0086,9.0279,731.0177,9.0814,859.8756
7DZM,36,810.652,5,689.4545,13.8787,689.4809,13.6570,841.0309
7DZM,37,782.924,5,685.4537,15.3434,685.6582,15.3638,812.0866
7DZM,38,756.014,5,649.0434,9.7491,649.0441,9.7517,788.1755
7DZM,39,729.901,5,623.8899,13.7476,624.2469,13.7122,752.7146
7DZM,40,704.564,5,597.4425,5.2071,597.3968,5.4320,712.4025
7DZM,41,679.985,5,582.2368,7.2057,582.4732,7.3468,688.3956
7DZM,42,656.145,5,569.0331,7.1925,569.0534,7.2729,673.3076
7DZM,43,633.025,5,545.1028,6.8319,545.1675,6.9864,649.4349
7DZM,44,610.606,5,516.2253,1.9733,516.3264,2.1511,619.8189
7DZM,45,588.872,5,504.5718,8.8046,504.9670,8.5589,589.9454
7DZM,46,567.804,5,484.4257,7.4974,484.7814,7.4798,570.9924
7DZM,47,547.386,5,479.1307,4.8277,479.1926,4.8767,563.7166
7DZM,48,527.6,5,447.7451,9.7868,447.8352,9.8252,544.8634
7DZM,49,508.43,5,439.5787,10.0844,439.5430,10.1987,518.4302
7DZM,50,489.861,5,422.7636,8.9702,422.8083,8.6883,499.9139
7DZM,51,471.875,5,402.5087,12.0362,402.7673,12.0395,483.7250
7DZM,52,454.46,5,391.3176,5.7445,391.7278,5.6383,464.3159
7DZM,53,437.597,5,373.5483,2.3354,373.5955,2.2231,451.5867
7DZM,54,421.274,5,365.0117,4.6502,365.3755,4.2943,434.3015
7DZM,55,405.476,5,345.5101,2.4639,345.4076,2.7931,415.6859
7DZM,56,390.188,5,335.6213,7.2502,335.6164,7.0743,398.7670
7DZM,57,375.397,5,324.0475,4.3680,324.0328,4.5591,382.4636
7DZM,58,361.089,5,316.3170,5.5229,316.9167,5.2124,375.3126
7DZM,59,347.251,5,297.0861,3.6350,297.0914,3.7176,361.3035
7DZM,60,333.87,5,286.7463,6.1001,286.9607,6.2675,342.6307
7DZM,61,320.934,5,275.3333,6.0488,275.7637,6.0203,331.8106
7DZM,62,308.43,5,263.2596,4.9076,263.0542,4.9952,318.8469
7DZM,63,296.345,5,252.7988,6.3268,252.4828,6.5881,296.6437
7DZM,64,284.669,5,242.2421,3.4528,242.3088,3.4221,293.8529
7DZM,65,273.389,5,231.8269,2.3663,231.8643,2.4745,281.4885
7DZM,66,262.495,5,219.0689,3.9439,218.9503,4.1358,266.8361
7DZM,67,251.974,5,212.0100,7.5914,212.2445,7.6636,260.0219
7DZM,68,241.818,5,207.2753,4.9996,207.2470,4.9844,249.4860
7DZM,69,232.014,5,195.9791,4.6762,196.5827,4.3770,239.2451
7DZM,70,222.553,5,188.2104,3.1059,188.4848,3.0365,223.9861
7DZM,71,213.425,5,180.1080,3.3103,180.2574,3.3128,216.6229
7DZM,72,204.619,5,172.9491,0.3376,173.1564,0.4854,208.7764
7DZM,73,196.127,5,168.9126,2.8363,169.4083,2.5627,202.4016
7DZM,74,187.938,5,160.4436,2.7740,161.0532,2.4930,193.5861
7DZM,75,180.045,5,153.5779,2.7011,154.2703,2.3769,186.1500
7DZM,76,172.437,5,145.6867,1.0217,146.3806,0.8261,174.7379
7DZM,77,165.106,5,141.1195,1.6765,142.1072,2.1337,167.5628
7DZM,78,158.045,5,136.2508,4.2219,137.0202,4.2195,160.6910
7DZM,79,151.243,5,128.1144,1.1649,128.8886,1.8686,154.7334
7DZM,80,144.695,5,123.7570,2.3254,124.5505,1.8846,146.8658
7DZM,81,138.39,5,119.6689,1.3054,120.5100,0.8842,142.7142
7DZM,82,132.323,5,113.1675,1.9863,114.3843,1.8676,137.2427
7DZM,83,126.485,5,107.9798,1.9517,108.8743,1.8036,129.8730
7DZM,84,120.869,5,102.4481,1.5387,103.3538,1.7323,121.5510
7DZM,85,115.469,5,98.2248,1.6855,99.2643,1.2200,115.1905
7DZM,86,110.276,5,94.9755,1.9605,96.2557,2.1648,112.1157
7DZM,87,105.285,5,88.9356,1.3296,90.4586,1.5739,106.5207
7DZM,88,100.489,5,84.9365,2.0887,86.1341,1.4603,101.4093
7DZM,89,95.8813,5,81.7705,1.3909,82.9886,2.1827,96.5322
7DZM,90,91.4559,5,77.2366,1.9267,78.4696,2.4882,93.6941
7DZM,91,87.2068,5,74.2432,1.3984,75.7917,2.4517,88.2411
7DZM,92,83.1281,5,69.7386,0.6914,71.2151,0.5580,84.3761
7DZM,93,79.2139,5,67.0733,1.1564,69.2103,1.7819,80.6738
7DZM,94,75.4588,5,62.6285,1.4725,64.7396,1.2456,74.8778
7DZM,95,71.8574,5,60.1813,0.9289,62.4431,1.1565,71.3203
7DZM,96,68.4042,5,57.9472,1.1383,60.0827,2.4173,68.9801
7DZM,97,65.0944,5,54.1485,0.7442,56.7200,2.5582,66.2155
7DZM,98,61.9226,5,52.6071,0.5904,55.2209,1.9169,62.4753
7DZM,99,58.8844,5,49.2097,0.8032,51.7774,2.2373,59.2915
7DZM,100,55.9748,5,47.5693,0.6858,50.0350,1.8971,56.5104
7DZM,101,53.1893,5,45.1275,1.3874,47.7637,3.4078,54.1131
7DZM,102,50.5235,5,42.6264,0.8885,45.1592,2.5267,52.0214
7DZM,103,47.9731,5,40.1664,0.8858,43.4031,3.3363,49.1929
7DZM,104,45.5338,5,38.0164,1.2378,41.1200,3.0489,45.3814
7DZM,105,43.2016,5,35.4669,0.7272,38.6491,3.1286,43.7498
7DZM,106,40.9725,5,34.2124,0.8040,37.7175,2.4576,41.0535
7DZM,107,38.8428,5,32.5980,0.4382,36.1312,3.2092,39.6735
7DZM,108,36.8086,5,30.3373,0.4460,34.3866,3.1677,37.5909
7DZM,109,34.8665,5,28.8304,0.7053,32.9628,3.6900,34.5080
7DZM,110,33.0129,5,27.2135,0.3925,31.2488,3.3426,33.4759
7DZM,111,31.2443,5,26.1067,0.7451,30.6182,4.0010,31.1399
7DZM,112,29.5577,5,24.2990,0.4007,29.2218,4.0857,29.6336
7DZM,113,27.9497,5,23.0910,0.3682,28.0037,4.2361,28.0704
7DZM,114,26.4172,5,21.9986,0.3198,27.0612,3.9890,26.3568
7DZM,115,24.9573,5,20.4603,0.2267,25.9021,4.5863,25.2153
7DZM,116,23.5672,5,19.6267,0.4233,25.2198,4.2011,23.7790
7DZM,117,22.2439,5,18.2945,0.0614,24.0830,4.6999,22.5033
7DZM,118,20.9849,5,17.1932,0.1487,23.1540,4.8100,21.2226
7DZM,119,19.7874,5,16.8403,0.3769,23.0152,4.9365,19.9844
7DZM,120,18.649,5,15.2189,0.1711,21.7477,5.2843,18.9739
7DZM,121,17.5672,5,14.8063,0.1836,21.2954,5.2435,17.7872
7DZM,122,16.5396,5,13.7164,0.3504,20.7261,5.4059,16.8004
7DZM,123,15.564,5,12.9094,0.2387,20.0100,5.8557,15.5930
7DZM,124,14.6382,5,12.2504,0.1393,19.6812,6.0997,14.7435
7DZM,125,13.7599,5,11.2919,0.2722,19.0205,6.1001,13.9417
7DZM,126,12.9272,5,10.7503,0.3325,18.5812,6.0954,12.8761
7DZM,127,12.1381,5,10.0646,0.3109,18.1601,6.3370,12.2539
7DZM,128,11.3907,5,9.3754,0.2251,17.7856,6.6443,11.2641
7DZM,129,10.683,5,8.9459,0.2269,17.4381,6.7442,10.7391
7DZM,130,10.0134,5,8.1922,0.0978,16.9407,7.1198,10.0436
7DZM,131,9.38004,5,7.7813,0.1842,16.5719,6.9821,9.3371
7DZM,132,8.78137,5,7.3183,0.1339,16.4237,7.2339,8.7781
7DZM,133,8.21574,5,6.6213,0.1794,16.0782,7.5002,8.3254
7DZM,134,7.68164,5,6.2989,0.1335,15.8008,7.6432,7.4427
7DZM,135,7.17757,5,6.0540,0.0758,15.7356,7.7519,7.1263
7DZM,136,6.70213,5,5.4815,0.1317,15.3748,7.8648,6.7250
7DZM,137,6.25395,5,5.0840,0.0685,15.2241,7.9930,6.1764
7DZM,138,5.8317,5,4.7900,0.0615,15.0669,8.0850,5.7912
7DZM,139,5.43412,5,4.4618,0.0535,14.8596,8.1058,5.4766
7DZM,140,5.06001,5,4.1756,0.0343,14.6929,8.2169,5.0001
7DZM,141,4.7082,5,3.8896,0.1139,14.6262,8.2325,4.6808
7DZM,142,4.37757,5,3.6131,0.0804,14.5033,8.3633,4.3712
7DZM,143,4.06704,5,3.3173,0.0361,14.3021,8.5443,3.9779
7DZM,144,3.77558,5,3.1079,0.0305,14.3202,8.6974,3.7308
7DZM,145,3.50222,5,2.8901,0.0920,14.1399,8.6375,3.4988
7DZM,146,3.246,5,2.7299,0.0886,14.0738,8.6900,3.2396
7DZM,147,3.00601,5,2.4937,0.0479,14.0952,8.8516,3.0222
7DZM,148,2.7814,5,2.3127,0.0679,14.0143,8.8519,2.7609
7DZM,149,2.57133,5,2.1194,0.0397,13.9394,8.8672,2.5565
7DZM,150,2.37501,5,1.9617,0.0617,13.8529,8.8926,2.3355
7DZM,151,2.19168,5,1.8192,0.0330,13.8434,8.9358,2.1530
7DZM,152,2.02061,5,1.6693,0.0259,13.8332,8.9933,2.0127
7DZM,153,1.86112,5,1.5551,0.0406,13.7931,9.0258,1.8580
7DZM,154,1.71255,5,1.4115,0.0308,13.7609,9.0359,1.7257
7DZM,155,1.57426,5,1.3026,0.0100,13.7097,9.0582,1.5707
7DZM,156,1.44565,5,1.2009,0.0198,13.6698,9.0869,1.4386
7DZM,157,1.32616,5,1.0921,0.0305,13.6286,9.1034,1.3184
7DZM,158,1.21523,5,0.9623,0.0110,13.5867,9.1419,1.2007
7DZM,159,1.11236,5,0.8891,0.0140,13.5828,9.1603,1.1027
7DZM,160,1.01704,5,0.8049,0.0108,13.5728,9.1608,1.0278
7DZM,161,0.928804,5,0.7006,0.0094,13.5573,9.1748,0.1047
7DZM,162,0.847218,5,0.6087,0.0081,13.5454,9.1858,0.0923
7DZM,163,0.771854,5,0.5279,0.0070,13.5360,9.1941,0.0812
7DZM,164,0.702309,5,0.4568,0.0061,13.5288,9.2005,0.0714
7DZM,165,0.638207,5,0.3946,0.0053,13.5233,9.2053,0.0626
7DZM,166,0.579186,5,0.3402,0.0046,13.5190,9.2089,0.0548
7DZM,167,0.524908,5,0.2926,0.0041,13.5158,9.2117,0.0479
7DZM,168,0.475048,5,0.2512,0.0036,13.5134,9.2138,0.0418
7DZM,169,0.429305,5,0.2152,0.0032,13.5116,9.2153,0.0364
7DZM,170,0.38739,5,0.1840,0.0028,13.5103,9.2164,0.0316
7DZM,171,0.349033,5,0.1570,0.0025,13.5093,9.2172,0.0273
7DZM,172,0.313979,5,0.1337,0.0022,13.5085,9.2178,0.0237
7DZM,173,0.281986,5,0.1137,0.0019,13.5080,9.2182,0.0204
7DZM,174,0.252829,5,0.0966,0.0017,13.5075,9.2185,0.0176
7DZM,175,0.226295,5,0.0819,0.0015,13.5073,9.2186,0.0151
7DZM,176,0.202186,5,0.0693,0.0013,13.5071,9.2188,0.0130
7DZM,177,0.180312,5,0.0587,0.0011,13.5070,9.2189,0.0111
7DZM,178,0.160499,5,0.0496,0.0009,13.5070,9.2189,0.0095
7DZM,179,0.142582,5,0.0419,0.0008,13.5069,9.2190,0.0081
7DZM,180,0.126407,5,0.0354,0.0007,13.5069,9.2190,0.0070
7DZM,181,0.111832,5,0.0299,0.0006,13.5069,9.2190,0.0059
7DZM,182,0.0987208,5,0.0252,0.0006,13.5070,9.2190,0.0051
7DZM,183,0.0869503,5,0.0213,0.0006,13.5070,9.2190,0.0043
7DZM,184,0.0764038,5,0.0181,0.0006,13.5070,9.2190,0.0037
7DZM,185,0.0669735,5,0.0152,0.0006,13.5071,9.2190,0.0033
7DZM,186,0.0585587,5,0.0129,0.0006,13.5071,9.2190,0.0028
7DZM,187,0.0510671,5,0.0108,0.0006,13.5071,9.2190,0.0025
7DZM,188,0.0444124,5,0.0091,0.0005,13.5072,9.2190,0.0021
7DZM,189,0.0385154,5,0.0076,0.0005,13.5072,9.2190,0.0019
7DZM,190,0.0333026,5,0.0064,0.0005,13.5072,9.2190,0.0017
7DZM,191,0.0287066,5,0.0054,0.0005,13.5072,9.2190,0.0015
7DZM,192,0.0246654,5,0.0044,0.0004,13.5072,9.2190,0.0014
7DZM,193,0.021122,5,0.0037,0.0003,13.5072,9.2190,0.0012
7DZM,194,0.0180242,5,0.0030,0.0003,13.5072,9.2189,0.0012
7DZM,195,0.0153242,5,0.0024,0.0002,13.5072,9.2189,0.0010
7DZM,196,0.0129786,5,0.0019,0.0002,13.5072,9.2189,0.0010
7DZM,197,0.0109477,5,0.0015,0.0001,13.5072,9.2189,0.0009
7DZM,198,0.00919558,5,0.0011,0.0000,13.5072,9.2189,0.0008
7DZM,199,0.00768951,5,0.0007,0.0000,13.5072,9.2189,0.0007
7DZM,200,0.00640001,5,0.0000,0.0000,13.5072,9.2189,0.0007
7NDQ,1,2485.54,5,2462.7042,42.4317,2462.7136,42.4544,
7NDQ,2,2412.94,5,2141.5049,28.3564,2141.5061,28.3873,2623.7549
7NDQ,3,2342.16,5,2049.2783,34.5078,2049.2756,34.5091,2417.6451
7NDQ,4,2273.18,5,1972.5078,23.6126,1972.5321,23.5869,2354.0304
7NDQ,5,2205.94,5,1923.5843,20.3120,1923.5869,20.3204,2241.4740
7NDQ,6,2140.41,5,1875.4735,27.7868,1875.4688,27.7788,2235.0746
7NDQ,7,2076.56,5,1820.5007,58.6478,1820.4907,58.6697,2111.5875
7NDQ,8,2014.35,5,1742.3860,20.5848,1742.3835,20.6134,2072.5731
7NDQ,9,1953.74,5,1694.8190,12.8397,1694.8170,12.8184,1992.2005
7NDQ,10,1894.71,5,1657.7304,18.8602,1657.7599,18.8806,1971.0160
7NDQ,11,1837.2,5,1588.0810,28.6446,1588.0684,28.6440,1901.7542
7NDQ,12,1781.21,5,1539.2726,38.8623,1539.2506,38.8272,1848.8256
7NDQ,13,1726.68,5,1489.4700,20.3066,1489.4869,20.2954,1791.6270
7NDQ,14,1673.58,5,1456.5526,23.1259,1456.5478,23.1357,1716.9278
7NDQ,15,1621.9,5,1403.1003,15.3648,1403.1004,15.3969,1675.1200
7NDQ,16,1571.58,5,1352.4386,30.7756,1352.5177,30.7871,1598.2019
7NDQ,17,1522.62,5,1333.5488,12.4043,1333.5131,12.4555,1553.0532
7NDQ,18,1474.96,5,1260.5441,9.8062,1260.4929,9.8087,1509.3886
7NDQ,19,1428.59,5,1230.8320,25.7884,1230.8105,25.7748,1459.3615
7NDQ,20,1383.47,5,1202.2004,22.0877,1202.1893,22.1024,1445.8148
7NDQ,21,1339.59,5,1138.6492,24.5248,1138.6793,24.5211,1371.0756
7NDQ,22,1296.9,5,1120.5124,11.5091,1120.4290,11.5082,1333.9555
7NDQ,23,1255.38,5,1102.6572,11.3853,1102.6326,11.3877,1300.4376
7NDQ,24,1215,5,1066.7010,13.3642,1066.6820,13.3589,1256.5693
7NDQ,25,1175.75,5,1018.9111,13.7186,1018.9094,13.7108,1220.2693
7NDQ,26,1137.58,5,991.6461,13.8896,991.6445,13.8749,1165.5801
7NDQ,27,1100.49,5,963.4044,14.4207,963.4123,14.3960,1151.8114
7NDQ,28,1064.43,5,918.9232,8.2395,918.9446,8.2441,1101.8203
7NDQ,29,1029.39,5,899.0580,7.7453,899.0543,7.7335,1047.0083
7NDQ,30,995.349,5,857.8468,12.2169,857.8590,12.2306,1020.9717
7NDQ,31,962.275,5,831.1734,8.9336,831.1559,8.9289,990.5729
7NDQ,32,930.147,5,804.0067,15.1461,803.9781,15.1759,960.8056
7NDQ,33,898.942,5,786.7933,10.4830,786.7896,10.5221,924.9704
7NDQ,34,868.639,5,739.8290,13.4593,739.7782,13.4595,888.6976
7NDQ,35,839.216,5,721.8269,14.2497,721.8094,14.2124,846.6731
7NDQ,36,810.652,5,692.4867,11.1828,692.4745,11.1927,822.1139
7NDQ,37,782.924,5,690.7271,12.1829,690.7351,12.1358,802.9225
7NDQ,38,756.014,5,652.7448,10.0014,652.7968,9.9889,786.5919
7NDQ,39,729.901,5,622.9268,11.2799,622.9113,11.3263,737.1560
7NDQ,40,704.564,5,609.3045,7.7715,609.2839,7.7689,720.7932
7NDQ,41,679.985,5,586.7068,10.5219,586.6971,10.5834,701.0863
7NDQ,42,656.145,5,561.1005,10.2850,561.1018,10.2422,668.2813
7NDQ,43,633.025,5,533.9747,7.7887,533.9605,7.8305,652.2764
7NDQ,44,610.606,5,541.3734,10.0584,541.3634,10.0405,627.0612
7NDQ,45,588.872,5,512.5993,6.0473,512.6189,6.0541,612.0681
7NDQ,46,567.804,5,488.8529,8.8616,488.8338,8.8239,586.6390
7NDQ,47,547.386,5,472.6347,11.4207,472.6971,11.4053,568.7693
7NDQ,48,527.6,5,457.8933,8.2658,457.8780,8.2362,541.3902
7NDQ,49,508.43,5,431.3615,11.4737,431.3493,11.5201,518.3814
7NDQ,50,489.861,5,425.3637,6.0077,425.3482,6.0319,500.8983
7NDQ,51,471.875,5,411.7117,7.7399,411.6810,7.7540,491.7448
7NDQ,52,454.46,5,391.5431,3.9244,391.5545,3.9187,467.8342
7NDQ,53,437.597,5,378.7420,7.5510,378.7177,7.5486,451.8986
7NDQ,54,421.274,5,359.6337,7.7245,359.6281,7.7096,431.5533
7NDQ,55,405.476,5,345.2343,5.9550,345.2303,5.9370,410.7309
7NDQ,56,390.188,5,332.9148,6.3881,332.9086,6.3451,401.3865
7NDQ,57,375.397,5,322.6390,8.7164,322.6474,8.7537,386.1054
7NDQ,58,361.089,5,310.0321,8.7382,310.0090,8.7624,371.3464
7NDQ,59,347.251,5,303.9893,4.4274,303.9805,4.4405,355.5687
7NDQ,60,333.87,5,285.2454,7.3215,285.2262,7.3120,345.6581
7NDQ,61,320.934,5,273.1352,2.3815,273.1127,2.3235,325.7839
7NDQ,62,308.43,5,263.9482,3.7228,263.9203,3.7507,312.7750
7NDQ,63,296.345,5,251.1413,3.7767,251.1240,3.7492,299.4158
7NDQ,64,284.669,5,245.3093,4.0912,245.3213,4.0678,291.4000
7NDQ,65,273.389,5,234.0133,3.4514,234.0080,3.4718,278.6735
7NDQ,66,262.495,5,224.3539,5.6205,224.3713,5.6140,267.0090
7NDQ,67,251.974,5,214.0690,3.8443,214.0942,3.8162,255.7707
7NDQ,68,241.818,5,205.1745,2.1029,205.1736,2.0914,249.1435
7NDQ,69,232.014,5,197.2348,1.5389,197.2624,1.5823,235.0684
7NDQ,70,222.553,5,190.0936,3.1591,190.0865,3.2447,227.8622
7NDQ,71,213.425,5,178.5378,3.9725,178.5521,4.0072,216.0920
7NDQ,72,204.619,5,175.2577,2.3364,175.2818,2.3371,208.1040
7NDQ,73,196.127,5,167.6083,4.1558,167.6432,4.1715,201.0750
7NDQ,74,187.938,5,158.6943,1.0969,158.6983,1.1012,189.2577
7NDQ,75,180.045,5,151.7679,1.7823,151.7195,1.8208,180.9425
7NDQ,76,172.437,5,145.5642,4.3639,145.5306,4.3427,175.1921
7NDQ,77,165.106,5,140.0784,1.9942,140.0506,2.0042,166.6731
7NDQ,78,158.045,5,136.2581,2.4485,136.2760,2.4631,158.8406
7NDQ,79,151.243,5,129.0787,3.6846,129.0456,3.7193,156.8700
7NDQ,80,144.695,5,122.6864,2.8431,122.6602,2.8275,148.3417
7NDQ,81,138.39,5,118.2474,2.1193,118.2389,2.0819,139.6897
7NDQ,82,132.323,5,111.6247,2.1573,111.5687,2.2010,135.7439
7NDQ,83,126.485,5,105.9273,2.4594,105.8981,2.4716,127.2800
7NDQ,84,120.869,5,103.0346,1.1531,102.9935,1.1661,122.0230
7NDQ,85,115.469,5,97.9703,2.0572,97.9047,1.9827,119.1880
7NDQ,86,110.276,5,94.0214,1.9715,93.9986,1.9569,113.3392
7NDQ,87,105.285,5,89.9647,1.1165,89.9334,1.0983,108.1970
7NDQ,88,100.489,5,84.9720,1.8403,84.9157,1.7812,101.3001
7NDQ,89,95.8813,5,80.7231,0.6440,80.6835,0.6257,97.1268
7NDQ,90,91.4559,5,79.1300,1.2371,79.1310,1.2715,92.9849
7NDQ,91,87.2068,5,74.7803,1.4038,74.7730,1.4000,89.9070
7NDQ,92,83.1281,5,71.2253,1.1677,71.2254,1.2027,85.8642
7NDQ,93,79.2139,5,66.7366,1.5390,66.7438,1.5396,80.1278
7NDQ,94,75.4588,5,62.8656,0.8178,62.8671,0.7776,77.3898
